component_type,criticality,status,action,strategy_type,upstream_callers_count,downstream_deps_count,total_affected_count,critical_callers_count,max_dependency_depth,is_spof,cross_env_links,cpu_percent,has_cpu_telemetry,storage_gb,has_storage_telemetry,cost_per_month,risk_score,simulated_downtime_minutes,has_downtime_metric,simulated_cost_delta,has_cost_metric,strategy_complexity,provides_redundancy,requires_data_sync,zero_downtime_capable,suitability_score,is_suitable_label
database,medium,warning,fail,phased_blue_green,1,5,6,1,4,0,0,51.8,1,336.1,1,575.04,65,66.8,1,0.0,1,2,1,1,1,0.5265,0
database,medium,warning,fail,multi_az_modernize,1,5,6,1,4,0,0,51.8,1,336.1,1,575.04,65,66.8,1,0.0,1,3,1,0,1,0.7475,1
database,medium,warning,fail,read_replica_offload,1,5,6,1,4,0,0,51.8,1,336.1,1,575.04,65,66.8,1,0.0,1,3,0,1,0,0.574,0
database,medium,warning,fail,auto_scaling_group,1,5,6,1,4,0,0,51.8,1,336.1,1,575.04,65,66.8,1,0.0,1,2,1,0,1,0.1837,0
database,medium,warning,fail,dependency_circuit_breaker,1,5,6,1,4,0,0,51.8,1,336.1,1,575.04,65,66.8,1,0.0,1,3,0,0,0,0.5465,0
container,critical,warning,restart,direct_lift_shift,6,5,11,3,4,1,0,29.8,1,-1.0,0,662.55,85,-1.0,0,0.0,1,1,0,0,0,0.2268,0
container,critical,warning,restart,phased_blue_green,6,5,11,3,4,1,0,29.8,1,-1.0,0,662.55,85,-1.0,0,0.0,1,2,1,1,1,0.6037,0
container,critical,warning,restart,multi_az_modernize,6,5,11,3,4,1,0,29.8,1,-1.0,0,662.55,85,-1.0,0,0.0,1,3,1,0,1,0.934,1
container,critical,warning,restart,read_replica_offload,6,5,11,3,4,1,0,29.8,1,-1.0,0,662.55,85,-1.0,0,0.0,1,3,0,1,0,0.1167,0
container,critical,warning,restart,auto_scaling_group,6,5,11,3,4,1,0,29.8,1,-1.0,0,662.55,85,-1.0,0,0.0,1,2,1,0,1,0.5043,0
container,critical,warning,restart,dependency_circuit_breaker,6,5,11,3,4,1,0,29.8,1,-1.0,0,662.55,85,-1.0,0,0.0,1,3,0,0,0,0.9155,1
application,critical,active,migrate,direct_lift_shift,5,5,10,4,1,1,0,20.8,1,-1.0,0,797.16,95,19.9,1,159.43,1,1,0,0,0,0.2629,0
application,critical,active,migrate,phased_blue_green,5,5,10,4,1,1,0,20.8,1,-1.0,0,797.16,95,19.9,1,159.43,1,2,1,1,1,0.98,1
application,critical,active,migrate,multi_az_modernize,5,5,10,4,1,1,0,20.8,1,-1.0,0,797.16,95,19.9,1,159.43,1,3,1,0,1,0.9518,1
application,critical,active,migrate,read_replica_offload,5,5,10,4,1,1,0,20.8,1,-1.0,0,797.16,95,19.9,1,159.43,1,3,0,1,0,0.1218,0
application,critical,active,migrate,auto_scaling_group,5,5,10,4,1,1,0,20.8,1,-1.0,0,797.16,95,19.9,1,159.43,1,2,1,0,1,0.5338,0
application,critical,active,migrate,dependency_circuit_breaker,5,5,10,4,1,1,0,20.8,1,-1.0,0,797.16,95,19.9,1,159.43,1,3,0,0,0,0.9206,1
lambda,critical,degraded,migrate,direct_lift_shift,8,1,9,3,3,0,2,89.4,1,-1.0,0,333.24,100,29.9,1,66.65,1,1,0,0,0,0.2316,0
lambda,critical,degraded,migrate,phased_blue_green,8,1,9,3,3,0,2,89.4,1,-1.0,0,333.24,100,29.9,1,66.65,1,2,1,1,1,0.4803,0
lambda,critical,degraded,migrate,multi_az_modernize,8,1,9,3,3,0,2,89.4,1,-1.0,0,333.24,100,29.9,1,66.65,1,3,1,0,1,0.7442,1
lambda,critical,degraded,migrate,read_replica_offload,8,1,9,3,3,0,2,89.4,1,-1.0,0,333.24,100,29.9,1,66.65,1,3,0,1,0,0.1422,0
lambda,critical,degraded,migrate,auto_scaling_group,8,1,9,3,3,0,2,89.4,1,-1.0,0,333.24,100,29.9,1,66.65,1,2,1,0,1,0.4522,0
lambda,critical,degraded,migrate,dependency_circuit_breaker,8,1,9,3,3,0,2,89.4,1,-1.0,0,333.24,100,29.9,1,66.65,1,3,0,0,0,0.9114,1
storage,high,active,fail,direct_lift_shift,0,4,4,0,0,0,0,79.4,1,222.8,1,1706.35,57,26.1,1,0.0,1,1,0,0,0,0.5662,0
storage,high,active,fail,phased_blue_green,0,4,4,0,0,0,0,79.4,1,222.8,1,1706.35,57,26.1,1,0.0,1,2,1,1,1,0.5221,0
storage,high,active,fail,multi_az_modernize,0,4,4,0,0,0,0,79.4,1,222.8,1,1706.35,57,26.1,1,0.0,1,3,1,0,1,0.8986,1
storage,high,active,fail,read_replica_offload,0,4,4,0,0,0,0,79.4,1,222.8,1,1706.35,57,26.1,1,0.0,1,3,0,1,0,0.05,0
storage,high,active,fail,auto_scaling_group,0,4,4,0,0,0,0,79.4,1,222.8,1,1706.35,57,26.1,1,0.0,1,2,1,0,1,0.1668,0
storage,high,active,fail,dependency_circuit_breaker,0,4,4,0,0,0,0,79.4,1,222.8,1,1706.35,57,26.1,1,0.0,1,3,0,0,0,0.1269,0
database,medium,active,migrate,direct_lift_shift,5,2,7,4,0,0,3,28.3,1,966.7,1,165.86,72,78.3,1,33.17,1,1,0,0,0,0.1852,0
database,medium,active,migrate,phased_blue_green,5,2,7,4,0,0,3,28.3,1,966.7,1,165.86,72,78.3,1,33.17,1,2,1,1,1,0.98,1
database,medium,active,migrate,multi_az_modernize,5,2,7,4,0,0,3,28.3,1,966.7,1,165.86,72,78.3,1,33.17,1,3,1,0,1,0.7158,1
database,medium,active,migrate,read_replica_offload,5,2,7,4,0,0,3,28.3,1,966.7,1,165.86,72,78.3,1,33.17,1,3,0,1,0,0.9117,1
database,medium,active,migrate,auto_scaling_group,5,2,7,4,0,0,3,28.3,1,966.7,1,165.86,72,78.3,1,33.17,1,2,1,0,1,0.1264,0
database,medium,active,migrate,dependency_circuit_breaker,5,2,7,4,0,0,3,28.3,1,966.7,1,165.86,72,78.3,1,33.17,1,3,0,0,0,0.8817,1
application,high,warning,scale,direct_lift_shift,3,5,8,0,1,1,0,35.4,1,-1.0,0,2041.23,75,-1.0,0,1020.62,1,1,0,0,0,0.2843,0
application,high,warning,scale,phased_blue_green,3,5,8,0,1,1,0,35.4,1,-1.0,0,2041.23,75,-1.0,0,1020.62,1,2,1,1,1,0.7171,1
application,high,warning,scale,multi_az_modernize,3,5,8,0,1,1,0,35.4,1,-1.0,0,2041.23,75,-1.0,0,1020.62,1,3,1,0,1,0.8678,1
application,high,warning,scale,read_replica_offload,3,5,8,0,1,1,0,35.4,1,-1.0,0,2041.23,75,-1.0,0,1020.62,1,3,0,1,0,0.1431,0
application,high,warning,scale,auto_scaling_group,3,5,8,0,1,1,0,35.4,1,-1.0,0,2041.23,75,-1.0,0,1020.62,1,2,1,0,1,0.8632,1
application,high,warning,scale,dependency_circuit_breaker,3,5,8,0,1,1,0,35.4,1,-1.0,0,2041.23,75,-1.0,0,1020.62,1,3,0,0,0,0.4522,0
database,critical,warning,fail,direct_lift_shift,5,3,8,3,2,1,0,54.9,1,697.9,1,503.83,100,74.9,1,0.0,1,1,0,0,0,0.2116,0
database,critical,warning,fail,phased_blue_green,5,3,8,3,2,1,0,54.9,1,697.9,1,503.83,100,74.9,1,0.0,1,2,1,1,1,0.5959,0
database,critical,warning,fail,multi_az_modernize,5,3,8,3,2,1,0,54.9,1,697.9,1,503.83,100,74.9,1,0.0,1,3,1,0,1,0.98,1
database,critical,warning,fail,read_replica_offload,5,3,8,3,2,1,0,54.9,1,697.9,1,503.83,100,74.9,1,0.0,1,3,0,1,0,0.9665,1
database,critical,warning,fail,auto_scaling_group,5,3,8,3,2,1,0,54.9,1,697.9,1,503.83,100,74.9,1,0.0,1,2,1,0,1,0.1414,0
database,critical,warning,fail,dependency_circuit_breaker,5,3,8,3,2,1,0,54.9,1,697.9,1,503.83,100,74.9,1,0.0,1,3,0,0,0,0.9152,1
container,low,active,scale,direct_lift_shift,5,6,11,4,0,1,0,48.9,1,-1.0,0,425.96,58,-1.0,0,212.98,1,1,0,0,0,0.2776,0
container,low,active,scale,phased_blue_green,5,6,11,4,0,1,0,48.9,1,-1.0,0,425.96,58,-1.0,0,212.98,1,2,1,1,1,0.6606,0
container,low,active,scale,multi_az_modernize,5,6,11,4,0,1,0,48.9,1,-1.0,0,425.96,58,-1.0,0,212.98,1,3,1,0,1,0.9263,1
container,low,active,scale,read_replica_offload,5,6,11,4,0,1,0,48.9,1,-1.0,0,425.96,58,-1.0,0,212.98,1,3,0,1,0,0.0972,0
container,low,active,scale,auto_scaling_group,5,6,11,4,0,1,0,48.9,1,-1.0,0,425.96,58,-1.0,0,212.98,1,2,1,0,1,0.9025,1
container,low,active,scale,dependency_circuit_breaker,5,6,11,4,0,1,0,48.9,1,-1.0,0,425.96,58,-1.0,0,212.98,1,3,0,0,0,0.9423,1
database,low,warning,fail,direct_lift_shift,4,1,5,1,1,1,0,65.4,1,856.9,1,272.83,85,77.8,1,0.0,1,1,0,0,0,0.2264,0
database,low,warning,fail,phased_blue_green,4,1,5,1,1,1,0,65.4,1,856.9,1,272.83,85,77.8,1,0.0,1,2,1,1,1,0.6126,0
database,low,warning,fail,multi_az_modernize,4,1,5,1,1,1,0,65.4,1,856.9,1,272.83,85,77.8,1,0.0,1,3,1,0,1,0.98,1
database,low,warning,fail,read_replica_offload,4,1,5,1,1,1,0,65.4,1,856.9,1,272.83,85,77.8,1,0.0,1,3,0,1,0,0.9135,1
database,low,warning,fail,auto_scaling_group,4,1,5,1,1,1,0,65.4,1,856.9,1,272.83,85,77.8,1,0.0,1,2,1,0,1,0.1333,0
database,low,warning,fail,dependency_circuit_breaker,4,1,5,1,1,1,0,65.4,1,856.9,1,272.83,85,77.8,1,0.0,1,3,0,0,0,0.9138,1
database,low,degraded,scale,direct_lift_shift,0,0,0,0,0,0,0,25.3,1,-1.0,0,2451.09,33,-1.0,0,1225.55,1,1,0,0,0,0.6139,0
database,low,degraded,scale,phased_blue_green,0,0,0,0,0,0,0,25.3,1,-1.0,0,2451.09,33,-1.0,0,1225.55,1,2,1,1,1,0.4641,0
database,low,degraded,scale,multi_az_modernize,0,0,0,0,0,0,0,25.3,1,-1.0,0,2451.09,33,-1.0,0,1225.55,1,3,1,0,1,0.6805,0
database,low,degraded,scale,read_replica_offload,0,0,0,0,0,0,0,25.3,1,-1.0,0,2451.09,33,-1.0,0,1225.55,1,3,0,1,0,0.543,0
database,low,degraded,scale,auto_scaling_group,0,0,0,0,0,0,0,25.3,1,-1.0,0,2451.09,33,-1.0,0,1225.55,1,2,1,0,1,0.1699,0
database,low,degraded,scale,dependency_circuit_breaker,0,0,0,0,0,0,0,25.3,1,-1.0,0,2451.09,33,-1.0,0,1225.55,1,3,0,0,0,0.233,0
storage,medium,warning,fail,direct_lift_shift,2,5,7,2,1,0,0,51.5,1,954.8,1,1638.94,77,67.7,1,0.0,1,1,0,0,0,0.6472,0
storage,medium,warning,fail,phased_blue_green,2,5,7,2,1,0,0,51.5,1,954.8,1,1638.94,77,67.7,1,0.0,1,2,1,1,1,0.6958,0
storage,medium,warning,fail,multi_az_modernize,2,5,7,2,1,0,0,51.5,1,954.8,1,1638.94,77,67.7,1,0.0,1,3,1,0,1,0.4445,0
storage,medium,warning,fail,read_replica_offload,2,5,7,2,1,0,0,51.5,1,954.8,1,1638.94,77,67.7,1,0.0,1,3,0,1,0,0.1306,0
storage,medium,warning,fail,auto_scaling_group,2,5,7,2,1,0,0,51.5,1,954.8,1,1638.94,77,67.7,1,0.0,1,2,1,0,1,0.1479,0
storage,medium,warning,fail,dependency_circuit_breaker,2,5,7,2,1,0,0,51.5,1,954.8,1,1638.94,77,67.7,1,0.0,1,3,0,0,0,0.478,0
lambda,critical,degraded,fail,direct_lift_shift,4,5,9,3,2,0,0,-1.0,0,-1.0,0,322.69,100,24.9,1,0.0,1,1,0,0,0,0.2567,0
lambda,critical,degraded,fail,phased_blue_green,4,5,9,3,2,0,0,-1.0,0,-1.0,0,322.69,100,24.9,1,0.0,1,2,1,1,1,0.4878,0
lambda,critical,degraded,fail,multi_az_modernize,4,5,9,3,2,0,0,-1.0,0,-1.0,0,322.69,100,24.9,1,0.0,1,3,1,0,1,0.82,1
lambda,critical,degraded,fail,read_replica_offload,4,5,9,3,2,0,0,-1.0,0,-1.0,0,322.69,100,24.9,1,0.0,1,3,0,1,0,0.0649,0
lambda,critical,degraded,fail,auto_scaling_group,4,5,9,3,2,0,0,-1.0,0,-1.0,0,322.69,100,24.9,1,0.0,1,2,1,0,1,0.5297,0
lambda,critical,degraded,fail,dependency_circuit_breaker,4,5,9,3,2,0,0,-1.0,0,-1.0,0,322.69,100,24.9,1,0.0,1,3,0,0,0,0.8745,1
storage,high,active,fail,direct_lift_shift,4,5,9,0,4,0,0,64.8,1,573.6,1,266.61,87,63.7,1,0.0,1,1,0,0,0,0.2587,0
storage,high,active,fail,phased_blue_green,4,5,9,0,4,0,0,64.8,1,573.6,1,266.61,87,63.7,1,0.0,1,2,1,1,1,0.6379,0
storage,high,active,fail,multi_az_modernize,4,5,9,0,4,0,0,64.8,1,573.6,1,266.61,87,63.7,1,0.0,1,3,1,0,1,0.8912,1
storage,high,active,fail,read_replica_offload,4,5,9,0,4,0,0,64.8,1,573.6,1,266.61,87,63.7,1,0.0,1,3,0,1,0,0.1306,0
storage,high,active,fail,auto_scaling_group,4,5,9,0,4,0,0,64.8,1,573.6,1,266.61,87,63.7,1,0.0,1,2,1,0,1,0.1084,0
storage,high,active,fail,dependency_circuit_breaker,4,5,9,0,4,0,0,64.8,1,573.6,1,266.61,87,63.7,1,0.0,1,3,0,0,0,0.5778,0
server,high,degraded,migrate,direct_lift_shift,6,4,10,4,4,1,0,27.6,1,121.7,1,2157.77,100,41.1,1,431.55,1,1,0,0,0,0.1772,0
server,high,degraded,migrate,phased_blue_green,6,4,10,4,4,1,0,27.6,1,121.7,1,2157.77,100,41.1,1,431.55,1,2,1,1,1,0.9761,1
server,high,degraded,migrate,multi_az_modernize,6,4,10,4,4,1,0,27.6,1,121.7,1,2157.77,100,41.1,1,431.55,1,3,1,0,1,0.98,1
server,high,degraded,migrate,read_replica_offload,6,4,10,4,4,1,0,27.6,1,121.7,1,2157.77,100,41.1,1,431.55,1,3,0,1,0,0.1234,0
server,high,degraded,migrate,auto_scaling_group,6,4,10,4,4,1,0,27.6,1,121.7,1,2157.77,100,41.1,1,431.55,1,2,1,0,1,0.496,0
server,high,degraded,migrate,dependency_circuit_breaker,6,4,10,4,4,1,0,27.6,1,121.7,1,2157.77,100,41.1,1,431.55,1,3,0,0,0,0.8977,1
storage,high,active,fail,direct_lift_shift,5,0,5,0,1,0,0,65.5,1,-1.0,0,656.77,87,19.9,1,0.0,1,1,0,0,0,0.2664,0
storage,high,active,fail,phased_blue_green,5,0,5,0,1,0,0,65.5,1,-1.0,0,656.77,87,19.9,1,0.0,1,2,1,1,1,0.6408,0
storage,high,active,fail,multi_az_modernize,5,0,5,0,1,0,0,65.5,1,-1.0,0,656.77,87,19.9,1,0.0,1,3,1,0,1,0.9557,1
storage,high,active,fail,read_replica_offload,5,0,5,0,1,0,0,65.5,1,-1.0,0,656.77,87,19.9,1,0.0,1,3,0,1,0,0.1336,0
storage,high,active,fail,auto_scaling_group,5,0,5,0,1,0,0,65.5,1,-1.0,0,656.77,87,19.9,1,0.0,1,2,1,0,1,0.1849,0
storage,high,active,fail,dependency_circuit_breaker,5,0,5,0,1,0,0,65.5,1,-1.0,0,656.77,87,19.9,1,0.0,1,3,0,0,0,0.4614,0
server,critical,active,restart,direct_lift_shift,5,4,9,1,3,1,0,31.1,1,-1.0,0,2365.57,85,-1.0,0,0.0,1,1,0,0,0,0.2468,0
server,critical,active,restart,phased_blue_green,5,4,9,1,3,1,0,31.1,1,-1.0,0,2365.57,85,-1.0,0,0.0,1,2,1,1,1,0.638,0
server,critical,active,restart,multi_az_modernize,5,4,9,1,3,1,0,31.1,1,-1.0,0,2365.57,85,-1.0,0,0.0,1,3,1,0,1,0.98,1
server,critical,active,restart,read_replica_offload,5,4,9,1,3,1,0,31.1,1,-1.0,0,2365.57,85,-1.0,0,0.0,1,3,0,1,0,0.1144,0
server,critical,active,restart,auto_scaling_group,5,4,9,1,3,1,0,31.1,1,-1.0,0,2365.57,85,-1.0,0,0.0,1,2,1,0,1,0.4785,0
server,critical,active,restart,dependency_circuit_breaker,5,4,9,1,3,1,0,31.1,1,-1.0,0,2365.57,85,-1.0,0,0.0,1,3,0,0,0,0.9262,1
application,low,active,fail,direct_lift_shift,5,4,9,2,4,1,0,18.4,1,-1.0,0,2053.01,85,35.0,1,0.0,1,1,0,0,0,0.2072,0
application,low,active,fail,phased_blue_green,5,4,9,2,4,1,0,18.4,1,-1.0,0,2053.01,85,35.0,1,0.0,1,2,1,1,1,0.7188,1
application,low,active,fail,multi_az_modernize,5,4,9,2,4,1,0,18.4,1,-1.0,0,2053.01,85,35.0,1,0.0,1,3,1,0,1,0.8641,1
application,low,active,fail,read_replica_offload,5,4,9,2,4,1,0,18.4,1,-1.0,0,2053.01,85,35.0,1,0.0,1,3,0,1,0,0.1088,0
application,low,active,fail,auto_scaling_group,5,4,9,2,4,1,0,18.4,1,-1.0,0,2053.01,85,35.0,1,0.0,1,2,1,0,1,0.5317,0
application,low,active,fail,dependency_circuit_breaker,5,4,9,2,4,1,0,18.4,1,-1.0,0,2053.01,85,35.0,1,0.0,1,3,0,0,0,0.8772,1
database,critical,active,scale,direct_lift_shift,4,6,10,1,1,1,0,40.5,1,-1.0,0,1563.34,88,-1.0,0,781.67,1,1,0,0,0,0.2841,0
database,critical,active,scale,phased_blue_green,4,6,10,1,1,1,0,40.5,1,-1.0,0,1563.34,88,-1.0,0,781.67,1,2,1,1,1,0.6008,0
database,critical,active,scale,multi_az_modernize,4,6,10,1,1,1,0,40.5,1,-1.0,0,1563.34,88,-1.0,0,781.67,1,3,1,0,1,0.98,1
database,critical,active,scale,read_replica_offload,4,6,10,1,1,1,0,40.5,1,-1.0,0,1563.34,88,-1.0,0,781.67,1,3,0,1,0,0.9506,1
database,critical,active,scale,auto_scaling_group,4,6,10,1,1,1,0,40.5,1,-1.0,0,1563.34,88,-1.0,0,781.67,1,2,1,0,1,0.1261,0
database,critical,active,scale,dependency_circuit_breaker,4,6,10,1,1,1,0,40.5,1,-1.0,0,1563.34,88,-1.0,0,781.67,1,3,0,0,0,0.888,1
server,medium,degraded,fail,direct_lift_shift,2,3,5,2,0,1,0,89.9,1,-1.0,0,525.33,100,14.9,1,0.0,1,1,0,0,0,0.2824,0
server,medium,degraded,fail,phased_blue_green,2,3,5,2,0,1,0,89.9,1,-1.0,0,525.33,100,14.9,1,0.0,1,2,1,1,1,0.6266,0
server,medium,degraded,fail,multi_az_modernize,2,3,5,2,0,1,0,89.9,1,-1.0,0,525.33,100,14.9,1,0.0,1,3,1,0,1,0.98,1
server,medium,degraded,fail,read_replica_offload,2,3,5,2,0,1,0,89.9,1,-1.0,0,525.33,100,14.9,1,0.0,1,3,0,1,0,0.0911,0
server,medium,degraded,fail,auto_scaling_group,2,3,5,2,0,1,0,89.9,1,-1.0,0,525.33,100,14.9,1,0.0,1,2,1,0,1,0.9029,1
server,medium,degraded,fail,dependency_circuit_breaker,2,3,5,2,0,1,0,89.9,1,-1.0,0,525.33,100,14.9,1,0.0,1,3,0,0,0,0.5728,0
storage,medium,warning,scale,direct_lift_shift,5,4,9,4,4,0,0,36.9,1,382.0,1,2410.76,50,54.1,1,1205.38,1,1,0,0,0,0.2273,0
storage,medium,warning,scale,phased_blue_green,5,4,9,4,4,0,0,36.9,1,382.0,1,2410.76,50,54.1,1,1205.38,1,2,1,1,1,0.6833,0
storage,medium,warning,scale,multi_az_modernize,5,4,9,4,4,0,0,36.9,1,382.0,1,2410.76,50,54.1,1,1205.38,1,3,1,0,1,0.5084,0
storage,medium,warning,scale,read_replica_offload,5,4,9,4,4,0,0,36.9,1,382.0,1,2410.76,50,54.1,1,1205.38,1,3,0,1,0,0.0606,0
storage,medium,warning,scale,auto_scaling_group,5,4,9,4,4,0,0,36.9,1,382.0,1,2410.76,50,54.1,1,1205.38,1,2,1,0,1,0.1498,0
storage,medium,warning,scale,dependency_circuit_breaker,5,4,9,4,4,0,0,36.9,1,382.0,1,2410.76,50,54.1,1,1205.38,1,3,0,0,0,0.9314,1
database,critical,degraded,migrate,direct_lift_shift,8,0,8,4,3,0,0,17.6,1,779.2,1,382.9,100,84.0,1,76.58,1,1,0,0,0,0.1425,0
database,critical,degraded,migrate,phased_blue_green,8,0,8,4,3,0,0,17.6,1,779.2,1,382.9,100,84.0,1,76.58,1,2,1,1,1,0.98,1
database,critical,degraded,migrate,multi_az_modernize,8,0,8,4,3,0,0,17.6,1,779.2,1,382.9,100,84.0,1,76.58,1,3,1,0,1,0.98,1
database,critical,degraded,migrate,read_replica_offload,8,0,8,4,3,0,0,17.6,1,779.2,1,382.9,100,84.0,1,76.58,1,3,0,1,0,0.98,1
database,critical,degraded,migrate,auto_scaling_group,8,0,8,4,3,0,0,17.6,1,779.2,1,382.9,100,84.0,1,76.58,1,2,1,0,1,0.1316,0
database,critical,degraded,migrate,dependency_circuit_breaker,8,0,8,4,3,0,0,17.6,1,779.2,1,382.9,100,84.0,1,76.58,1,3,0,0,0,0.8568,1
database,medium,active,migrate,direct_lift_shift,6,1,7,3,0,1,0,71.9,1,822.2,1,1234.25,72,71.1,1,246.85,1,1,0,0,0,0.1255,0
database,medium,active,migrate,phased_blue_green,6,1,7,3,0,1,0,71.9,1,822.2,1,1234.25,72,71.1,1,246.85,1,2,1,1,1,0.98,1
database,medium,active,migrate,multi_az_modernize,6,1,7,3,0,1,0,71.9,1,822.2,1,1234.25,72,71.1,1,246.85,1,3,1,0,1,0.98,1
database,medium,active,migrate,read_replica_offload,6,1,7,3,0,1,0,71.9,1,822.2,1,1234.25,72,71.1,1,246.85,1,3,0,1,0,0.8631,1
database,medium,active,migrate,auto_scaling_group,6,1,7,3,0,1,0,71.9,1,822.2,1,1234.25,72,71.1,1,246.85,1,2,1,0,1,0.1497,0
database,medium,active,migrate,dependency_circuit_breaker,6,1,7,3,0,1,0,71.9,1,822.2,1,1234.25,72,71.1,1,246.85,1,3,0,0,0,0.9063,1
container,medium,warning,restart,direct_lift_shift,8,2,10,4,0,1,0,90.5,1,-1.0,0,986.12,82,-1.0,0,0.0,1,1,0,0,0,0.2389,0
container,medium,warning,restart,phased_blue_green,8,2,10,4,0,1,0,90.5,1,-1.0,0,986.12,82,-1.0,0,0.0,1,2,1,1,1,0.7017,1
container,medium,warning,restart,multi_az_modernize,8,2,10,4,0,1,0,90.5,1,-1.0,0,986.12,82,-1.0,0,0.0,1,3,1,0,1,0.9169,1
container,medium,warning,restart,read_replica_offload,8,2,10,4,0,1,0,90.5,1,-1.0,0,986.12,82,-1.0,0,0.0,1,3,0,1,0,0.1524,0
container,medium,warning,restart,auto_scaling_group,8,2,10,4,0,1,0,90.5,1,-1.0,0,986.12,82,-1.0,0,0.0,1,2,1,0,1,0.9414,1
container,medium,warning,restart,dependency_circuit_breaker,8,2,10,4,0,1,0,90.5,1,-1.0,0,986.12,82,-1.0,0,0.0,1,3,0,0,0,0.9375,1
application,low,degraded,scale,direct_lift_shift,4,0,4,4,1,0,0,22.1,1,-1.0,0,1427.55,63,-1.0,0,713.77,1,1,0,0,0,0.3154,0
application,low,degraded,scale,phased_blue_green,4,0,4,4,1,0,0,22.1,1,-1.0,0,1427.55,63,-1.0,0,713.77,1,2,1,1,1,0.7025,1
application,low,degraded,scale,multi_az_modernize,4,0,4,4,1,0,0,22.1,1,-1.0,0,1427.55,63,-1.0,0,713.77,1,3,1,0,1,0.4563,0
application,low,degraded,scale,read_replica_offload,4,0,4,4,1,0,0,22.1,1,-1.0,0,1427.55,63,-1.0,0,713.77,1,3,0,1,0,0.0899,0
application,low,degraded,scale,auto_scaling_group,4,0,4,4,1,0,0,22.1,1,-1.0,0,1427.55,63,-1.0,0,713.77,1,2,1,0,1,0.9362,1
application,low,degraded,scale,dependency_circuit_breaker,4,0,4,4,1,0,0,22.1,1,-1.0,0,1427.55,63,-1.0,0,713.77,1,3,0,0,0,0.9196,1
application,critical,warning,restart,direct_lift_shift,3,5,8,3,3,1,0,93.8,1,-1.0,0,2000.2,100,-1.0,0,0.0,1,1,0,0,0,0.2775,0
application,critical,warning,restart,phased_blue_green,3,5,8,3,3,1,0,93.8,1,-1.0,0,2000.2,100,-1.0,0,0.0,1,2,1,1,1,0.6164,0
application,critical,warning,restart,multi_az_modernize,3,5,8,3,3,1,0,93.8,1,-1.0,0,2000.2,100,-1.0,0,0.0,1,3,1,0,1,0.9027,1
application,critical,warning,restart,read_replica_offload,3,5,8,3,3,1,0,93.8,1,-1.0,0,2000.2,100,-1.0,0,0.0,1,3,0,1,0,0.05,0
application,critical,warning,restart,auto_scaling_group,3,5,8,3,3,1,0,93.8,1,-1.0,0,2000.2,100,-1.0,0,0.0,1,2,1,0,1,0.98,1
application,critical,warning,restart,dependency_circuit_breaker,3,5,8,3,3,1,0,93.8,1,-1.0,0,2000.2,100,-1.0,0,0.0,1,3,0,0,0,0.8795,1
container,medium,degraded,fail,direct_lift_shift,8,5,13,1,2,1,0,-1.0,0,-1.0,0,778.04,100,24.9,1,0.0,1,1,0,0,0,0.2522,0
container,medium,degraded,fail,phased_blue_green,8,5,13,1,2,1,0,-1.0,0,-1.0,0,778.04,100,24.9,1,0.0,1,2,1,1,1,0.6376,0
container,medium,degraded,fail,multi_az_modernize,8,5,13,1,2,1,0,-1.0,0,-1.0,0,778.04,100,24.9,1,0.0,1,3,1,0,1,0.9458,1
container,medium,degraded,fail,read_replica_offload,8,5,13,1,2,1,0,-1.0,0,-1.0,0,778.04,100,24.9,1,0.0,1,3,0,1,0,0.05,0
container,medium,degraded,fail,auto_scaling_group,8,5,13,1,2,1,0,-1.0,0,-1.0,0,778.04,100,24.9,1,0.0,1,2,1,0,1,0.4993,0
container,medium,degraded,fail,dependency_circuit_breaker,8,5,13,1,2,1,0,-1.0,0,-1.0,0,778.04,100,24.9,1,0.0,1,3,0,0,0,0.8958,1
application,critical,warning,migrate,direct_lift_shift,1,5,6,1,0,0,1,17.2,1,-1.0,0,728.91,73,14.9,1,145.78,1,1,0,0,0,0.5819,0
application,critical,warning,migrate,phased_blue_green,1,5,6,1,0,0,1,17.2,1,-1.0,0,728.91,73,14.9,1,145.78,1,2,1,1,1,0.919,1
application,critical,warning,migrate,multi_az_modernize,1,5,6,1,0,0,1,17.2,1,-1.0,0,728.91,73,14.9,1,145.78,1,3,1,0,1,0.8645,1
application,critical,warning,migrate,read_replica_offload,1,5,6,1,0,0,1,17.2,1,-1.0,0,728.91,73,14.9,1,145.78,1,3,0,1,0,0.1309,0
application,critical,warning,migrate,auto_scaling_group,1,5,6,1,0,0,1,17.2,1,-1.0,0,728.91,73,14.9,1,145.78,1,2,1,0,1,0.5143,0
application,critical,warning,migrate,dependency_circuit_breaker,1,5,6,1,0,0,1,17.2,1,-1.0,0,728.91,73,14.9,1,145.78,1,3,0,0,0,0.5505,0
lambda,critical,degraded,scale,direct_lift_shift,7,3,10,4,4,1,0,62.4,1,-1.0,0,2279.0,100,-1.0,0,1139.5,1,1,0,0,0,0.2233,0
lambda,critical,degraded,scale,phased_blue_green,7,3,10,4,4,1,0,62.4,1,-1.0,0,2279.0,100,-1.0,0,1139.5,1,2,1,1,1,0.4207,0
lambda,critical,degraded,scale,multi_az_modernize,7,3,10,4,4,1,0,62.4,1,-1.0,0,2279.0,100,-1.0,0,1139.5,1,3,1,0,1,0.8438,1
